,center,steering
1344,C:\Users\Administrator\Desktop\new_track\IMG\center_2020_08_23_17_13_20_189.jpg,-0.06566480000000001
1364,C:\Users\Administrator\Desktop\new_track\IMG\center_2020_08_23_17_13_21_605.jpg,-0.05
1365,C:\Users\Administrator\Desktop\new_track\IMG\center_2020_08_23_17_13_21_671.jpg,-0.2
1366,C:\Users\Administrator\Desktop\new_track\IMG\center_2020_08_23_17_13_21_738.jpg,-0.1840747
1368,C:\Users\Administrator\Desktop\new_track\IMG\center_2020_08_23_17_13_21_886.jpg,0.0
1369,C:\Users\Administrator\Desktop\new_track\IMG\center_2020_08_23_17_13_21_955.jpg,-0.1
1370,C:\Users\Administrator\Desktop\new_track\IMG\center_2020_08_23_17_13_22_028.jpg,-0.169896
1376,C:\Users\Administrator\Desktop\new_track\IMG\center_2020_08_23_17_13_22_449.jpg,0.0
1379,C:\Users\Administrator\Desktop\new_track\IMG\center_2020_08_23_17_13_22_661.jpg,0.0
1385,C:\Users\Administrator\Desktop\new_track\IMG\center_2020_08_23_17_13_23_086.jpg,-0.05
1386,C:\Users\Administrator\Desktop\new_track\IMG\center_2020_08_23_17_13_23_154.jpg,-0.2
1387,C:\Users\Administrator\Desktop\new_track\IMG\center_2020_08_23_17_13_23_227.jpg,-0.1624372
1395,C:\Users\Administrator\Desktop\new_track\IMG\center_2020_08_23_17_13_23_783.jpg,0.0
1408,C:\Users\Administrator\Desktop\new_track\IMG\center_2020_08_23_17_13_24_713.jpg,-0.15
1409,C:\Users\Administrator\Desktop\new_track\IMG\center_2020_08_23_17_13_24_787.jpg,-0.2178967
1410,C:\Users\Administrator\Desktop\new_track\IMG\center_2020_08_23_17_13_24_857.jpg,-0.04847116
1430,C:\Users\Administrator\Desktop\new_track\IMG\center_2020_08_23_17_13_26_254.jpg,0.0
1432,C:\Users\Administrator\Desktop\new_track\IMG\center_2020_08_23_17_13_26_395.jpg,-0.05
1433,C:\Users\Administrator\Desktop\new_track\IMG\center_2020_08_23_17_13_26_468.jpg,-0.25
1434,C:\Users\Administrator\Desktop\new_track\IMG\center_2020_08_23_17_13_26_534.jpg,-0.2581615
1435,C:\Users\Administrator\Desktop\new_track\IMG\center_2020_08_23_17_13_26_602.jpg,-0.07669295
1436,C:\Users\Administrator\Desktop\new_track\IMG\center_2020_08_23_17_13_26_671.jpg,0.0
1437,C:\Users\Administrator\Desktop\new_track\IMG\center_2020_08_23_17_13_26_743.jpg,0.0
1447,C:\Users\Administrator\Desktop\new_track\IMG\center_2020_08_23_17_13_27_456.jpg,0.0
1449,C:\Users\Administrator\Desktop\new_track\IMG\center_2020_08_23_17_13_27_597.jpg,0.0
1452,C:\Users\Administrator\Desktop\new_track\IMG\center_2020_08_23_17_13_27_807.jpg,-0.1969379
1453,C:\Users\Administrator\Desktop\new_track\IMG\center_2020_08_23_17_13_27_876.jpg,-0.007924363
1455,C:\Users\Administrator\Desktop\new_track\IMG\center_2020_08_23_17_13_28_018.jpg,0.0
1458,C:\Users\Administrator\Desktop\new_track\IMG\center_2020_08_23_17_13_28_225.jpg,0.0
1460,C:\Users\Administrator\Desktop\new_track\IMG\center_2020_08_23_17_13_28_367.jpg,0.0
1463,C:\Users\Administrator\Desktop\new_track\IMG\center_2020_08_23_17_13_28_574.jpg,0.15
1464,C:\Users\Administrator\Desktop\new_track\IMG\center_2020_08_23_17_13_28_645.jpg,0.0007451228
1470,C:\Users\Administrator\Desktop\new_track\IMG\center_2020_08_23_17_13_29_068.jpg,-0.2
1471,C:\Users\Administrator\Desktop\new_track\IMG\center_2020_08_23_17_13_29_135.jpg,-0.06685711
1481,C:\Users\Administrator\Desktop\new_track\IMG\center_2020_08_23_17_13_29_845.jpg,0.0
1482,C:\Users\Administrator\Desktop\new_track\IMG\center_2020_08_23_17_13_29_912.jpg,-0.15
1496,C:\Users\Administrator\Desktop\new_track\IMG\center_2020_08_23_17_13_30_909.jpg,-0.05
1497,C:\Users\Administrator\Desktop\new_track\IMG\center_2020_08_23_17_13_30_980.jpg,-0.1399265
1502,C:\Users\Administrator\Desktop\new_track\IMG\center_2020_08_23_17_13_31_324.jpg,-0.1
1503,C:\Users\Administrator\Desktop\new_track\IMG\center_2020_08_23_17_13_31_396.jpg,-0.24677
1504,C:\Users\Administrator\Desktop\new_track\IMG\center_2020_08_23_17_13_31_468.jpg,-0.008747072
1519,C:\Users\Administrator\Desktop\new_track\IMG\center_2020_08_23_17_13_32_534.jpg,-0.1
1526,C:\Users\Administrator\Desktop\new_track\IMG\center_2020_08_23_17_13_33_027.jpg,-0.1
1527,C:\Users\Administrator\Desktop\new_track\IMG\center_2020_08_23_17_13_33_101.jpg,-0.15046320000000002
1544,C:\Users\Administrator\Desktop\new_track\IMG\center_2020_08_23_17_13_34_314.jpg,-0.1
1548,C:\Users\Administrator\Desktop\new_track\IMG\center_2020_08_23_17_13_34_610.jpg,0.0
1555,C:\Users\Administrator\Desktop\new_track\IMG\center_2020_08_23_17_13_35_118.jpg,-0.05
1556,C:\Users\Administrator\Desktop\new_track\IMG\center_2020_08_23_17_13_35_189.jpg,-0.25
1557,C:\Users\Administrator\Desktop\new_track\IMG\center_2020_08_23_17_13_35_258.jpg,-0.1558898
1564,C:\Users\Administrator\Desktop\new_track\IMG\center_2020_08_23_17_13_35_761.jpg,0.0
1578,C:\Users\Administrator\Desktop\new_track\IMG\center_2020_08_23_17_13_36_753.jpg,0.0
1579,C:\Users\Administrator\Desktop\new_track\IMG\center_2020_08_23_17_13_36_819.jpg,0.0
1596,C:\Users\Administrator\Desktop\new_track\IMG\center_2020_08_23_17_13_38_045.jpg,-0.05
1597,C:\Users\Administrator\Desktop\new_track\IMG\center_2020_08_23_17_13_38_118.jpg,-0.2
1598,C:\Users\Administrator\Desktop\new_track\IMG\center_2020_08_23_17_13_38_191.jpg,-0.25618470000000004
1599,C:\Users\Administrator\Desktop\new_track\IMG\center_2020_08_23_17_13_38_259.jpg,-0.07464351
1624,C:\Users\Administrator\Desktop\new_track\IMG\center_2020_08_23_17_13_40_031.jpg,-0.05
1625,C:\Users\Administrator\Desktop\new_track\IMG\center_2020_08_23_17_13_40_098.jpg,-0.2
1626,C:\Users\Administrator\Desktop\new_track\IMG\center_2020_08_23_17_13_40_166.jpg,-0.1283368
1629,C:\Users\Administrator\Desktop\new_track\IMG\center_2020_08_23_17_13_40_377.jpg,0.0
1642,C:\Users\Administrator\Desktop\new_track\IMG\center_2020_08_23_17_13_41_292.jpg,-0.2
1643,C:\Users\Administrator\Desktop\new_track\IMG\center_2020_08_23_17_13_41_369.jpg,-0.3888051
1644,C:\Users\Administrator\Desktop\new_track\IMG\center_2020_08_23_17_13_41_438.jpg,-0.20643870000000003
1651,C:\Users\Administrator\Desktop\new_track\IMG\center_2020_08_23_17_13_41_953.jpg,0.0
1667,C:\Users\Administrator\Desktop\new_track\IMG\center_2020_08_23_17_13_43_092.jpg,0.0
1669,C:\Users\Administrator\Desktop\new_track\IMG\center_2020_08_23_17_13_43_236.jpg,-0.05
1670,C:\Users\Administrator\Desktop\new_track\IMG\center_2020_08_23_17_13_43_304.jpg,-0.25
1671,C:\Users\Administrator\Desktop\new_track\IMG\center_2020_08_23_17_13_43_375.jpg,-0.2143397
1675,C:\Users\Administrator\Desktop\new_track\IMG\center_2020_08_23_17_13_43_649.jpg,0.0
1676,C:\Users\Administrator\Desktop\new_track\IMG\center_2020_08_23_17_13_43_720.jpg,0.0
1693,C:\Users\Administrator\Desktop\new_track\IMG\center_2020_08_23_17_13_44_910.jpg,0.0
1695,C:\Users\Administrator\Desktop\new_track\IMG\center_2020_08_23_17_13_45_046.jpg,-0.2
1696,C:\Users\Administrator\Desktop\new_track\IMG\center_2020_08_23_17_13_45_115.jpg,-0.35
1697,C:\Users\Administrator\Desktop\new_track\IMG\center_2020_08_23_17_13_45_187.jpg,-0.5500001
1698,C:\Users\Administrator\Desktop\new_track\IMG\center_2020_08_23_17_13_45_257.jpg,-0.6312878000000001
1699,C:\Users\Administrator\Desktop\new_track\IMG\center_2020_08_23_17_13_45_327.jpg,-0.397982
1700,C:\Users\Administrator\Desktop\new_track\IMG\center_2020_08_23_17_13_45_399.jpg,-0.2066837
1707,C:\Users\Administrator\Desktop\new_track\IMG\center_2020_08_23_17_13_45_895.jpg,0.05
1708,C:\Users\Administrator\Desktop\new_track\IMG\center_2020_08_23_17_13_45_967.jpg,0.25
1709,C:\Users\Administrator\Desktop\new_track\IMG\center_2020_08_23_17_13_46_036.jpg,0.4
1710,C:\Users\Administrator\Desktop\new_track\IMG\center_2020_08_23_17_13_46_103.jpg,0.6499977
1711,C:\Users\Administrator\Desktop\new_track\IMG\center_2020_08_23_17_13_46_177.jpg,0.45160029999999995
1712,C:\Users\Administrator\Desktop\new_track\IMG\center_2020_08_23_17_13_46_250.jpg,0.23054810000000003
1713,C:\Users\Administrator\Desktop\new_track\IMG\center_2020_08_23_17_13_46_321.jpg,0.04156657
1720,C:\Users\Administrator\Desktop\new_track\IMG\center_2020_08_23_17_13_46_815.jpg,-0.1
1721,C:\Users\Administrator\Desktop\new_track\IMG\center_2020_08_23_17_13_46_887.jpg,-0.3
1722,C:\Users\Administrator\Desktop\new_track\IMG\center_2020_08_23_17_13_46_956.jpg,-0.45
1723,C:\Users\Administrator\Desktop\new_track\IMG\center_2020_08_23_17_13_47_028.jpg,-0.3599724
1724,C:\Users\Administrator\Desktop\new_track\IMG\center_2020_08_23_17_13_47_101.jpg,-0.1844934
1729,C:\Users\Administrator\Desktop\new_track\IMG\center_2020_08_23_17_13_47_453.jpg,-0.05
1730,C:\Users\Administrator\Desktop\new_track\IMG\center_2020_08_23_17_13_47_527.jpg,-0.25
1731,C:\Users\Administrator\Desktop\new_track\IMG\center_2020_08_23_17_13_47_593.jpg,-0.1697729
1734,C:\Users\Administrator\Desktop\new_track\IMG\center_2020_08_23_17_13_47_808.jpg,0.0
1735,C:\Users\Administrator\Desktop\new_track\IMG\center_2020_08_23_17_13_47_884.jpg,-0.1
1736,C:\Users\Administrator\Desktop\new_track\IMG\center_2020_08_23_17_13_47_958.jpg,-0.25
1737,C:\Users\Administrator\Desktop\new_track\IMG\center_2020_08_23_17_13_48_032.jpg,-0.45
1738,C:\Users\Administrator\Desktop\new_track\IMG\center_2020_08_23_17_13_48_104.jpg,-0.3495023
1739,C:\Users\Administrator\Desktop\new_track\IMG\center_2020_08_23_17_13_48_175.jpg,-0.16333879999999998
1741,C:\Users\Administrator\Desktop\new_track\IMG\center_2020_08_23_17_13_48_319.jpg,-0.1
1742,C:\Users\Administrator\Desktop\new_track\IMG\center_2020_08_23_17_13_48_388.jpg,-0.3
1743,C:\Users\Administrator\Desktop\new_track\IMG\center_2020_08_23_17_13_48_454.jpg,-0.1718605
1751,C:\Users\Administrator\Desktop\new_track\IMG\center_2020_08_23_17_13_49_028.jpg,-0.2
1752,C:\Users\Administrator\Desktop\new_track\IMG\center_2020_08_23_17_13_49_094.jpg,-0.200809
1753,C:\Users\Administrator\Desktop\new_track\IMG\center_2020_08_23_17_13_49_169.jpg,0.0
1758,C:\Users\Administrator\Desktop\new_track\IMG\center_2020_08_23_17_13_49_527.jpg,-0.05
1759,C:\Users\Administrator\Desktop\new_track\IMG\center_2020_08_23_17_13_49_596.jpg,-0.2
1760,C:\Users\Administrator\Desktop\new_track\IMG\center_2020_08_23_17_13_49_670.jpg,-0.09854963
1763,C:\Users\Administrator\Desktop\new_track\IMG\center_2020_08_23_17_13_49_881.jpg,-0.15
1767,C:\Users\Administrator\Desktop\new_track\IMG\center_2020_08_23_17_13_50_161.jpg,-0.05
1768,C:\Users\Administrator\Desktop\new_track\IMG\center_2020_08_23_17_13_50_230.jpg,-0.25
1769,C:\Users\Administrator\Desktop\new_track\IMG\center_2020_08_23_17_13_50_302.jpg,-0.4
1770,C:\Users\Administrator\Desktop\new_track\IMG\center_2020_08_23_17_13_50_372.jpg,-0.23193870000000003
1771,C:\Users\Administrator\Desktop\new_track\IMG\center_2020_08_23_17_13_50_443.jpg,-0.05881082
1774,C:\Users\Administrator\Desktop\new_track\IMG\center_2020_08_23_17_13_50_655.jpg,-0.12236660000000002
1775,C:\Users\Administrator\Desktop\new_track\IMG\center_2020_08_23_17_13_50_730.jpg,-0.05149363
1777,C:\Users\Administrator\Desktop\new_track\IMG\center_2020_08_23_17_13_50_875.jpg,-0.05
1778,C:\Users\Administrator\Desktop\new_track\IMG\center_2020_08_23_17_13_50_950.jpg,-0.1594345
1781,C:\Users\Administrator\Desktop\new_track\IMG\center_2020_08_23_17_13_51_164.jpg,-0.15
1782,C:\Users\Administrator\Desktop\new_track\IMG\center_2020_08_23_17_13_51_236.jpg,-0.1958233
1784,C:\Users\Administrator\Desktop\new_track\IMG\center_2020_08_23_17_13_51_373.jpg,-0.15
1785,C:\Users\Administrator\Desktop\new_track\IMG\center_2020_08_23_17_13_51_444.jpg,-0.35
1786,C:\Users\Administrator\Desktop\new_track\IMG\center_2020_08_23_17_13_51_514.jpg,-0.5000001000000001
1787,C:\Users\Administrator\Desktop\new_track\IMG\center_2020_08_23_17_13_51_581.jpg,-0.6372107
1788,C:\Users\Administrator\Desktop\new_track\IMG\center_2020_08_23_17_13_51_651.jpg,-0.4034554
1789,C:\Users\Administrator\Desktop\new_track\IMG\center_2020_08_23_17_13_51_722.jpg,-0.2195014
1792,C:\Users\Administrator\Desktop\new_track\IMG\center_2020_08_23_17_13_51_929.jpg,0.0
1793,C:\Users\Administrator\Desktop\new_track\IMG\center_2020_08_23_17_13_51_997.jpg,0.1
1794,C:\Users\Administrator\Desktop\new_track\IMG\center_2020_08_23_17_13_52_071.jpg,0.03639372
1796,C:\Users\Administrator\Desktop\new_track\IMG\center_2020_08_23_17_13_52_213.jpg,-0.05
1797,C:\Users\Administrator\Desktop\new_track\IMG\center_2020_08_23_17_13_52_281.jpg,-0.05705324
1800,C:\Users\Administrator\Desktop\new_track\IMG\center_2020_08_23_17_13_52_500.jpg,0.15
1801,C:\Users\Administrator\Desktop\new_track\IMG\center_2020_08_23_17_13_52_568.jpg,0.3203518
1802,C:\Users\Administrator\Desktop\new_track\IMG\center_2020_08_23_17_13_52_644.jpg,0.09261312
1804,C:\Users\Administrator\Desktop\new_track\IMG\center_2020_08_23_17_13_52_787.jpg,-0.15
1805,C:\Users\Administrator\Desktop\new_track\IMG\center_2020_08_23_17_13_52_857.jpg,-0.3
1806,C:\Users\Administrator\Desktop\new_track\IMG\center_2020_08_23_17_13_52_926.jpg,-0.1146163
1808,C:\Users\Administrator\Desktop\new_track\IMG\center_2020_08_23_17_13_53_066.jpg,-0.1
1809,C:\Users\Administrator\Desktop\new_track\IMG\center_2020_08_23_17_13_53_140.jpg,-0.15935320000000003
1812,C:\Users\Administrator\Desktop\new_track\IMG\center_2020_08_23_17_13_53_356.jpg,-0.05
1813,C:\Users\Administrator\Desktop\new_track\IMG\center_2020_08_23_17_13_53_429.jpg,-0.25
1814,C:\Users\Administrator\Desktop\new_track\IMG\center_2020_08_23_17_13_53_498.jpg,-0.2190508
1815,C:\Users\Administrator\Desktop\new_track\IMG\center_2020_08_23_17_13_53_569.jpg,0.0
1816,C:\Users\Administrator\Desktop\new_track\IMG\center_2020_08_23_17_13_53_636.jpg,-0.1
1817,C:\Users\Administrator\Desktop\new_track\IMG\center_2020_08_23_17_13_53_704.jpg,-0.3
1818,C:\Users\Administrator\Desktop\new_track\IMG\center_2020_08_23_17_13_53_771.jpg,-0.16620970000000002
1822,C:\Users\Administrator\Desktop\new_track\IMG\center_2020_08_23_17_13_54_044.jpg,-0.2
1823,C:\Users\Administrator\Desktop\new_track\IMG\center_2020_08_23_17_13_54_119.jpg,-0.21844360000000002
1838,C:\Users\Administrator\Desktop\new_track\IMG\center_2020_08_23_17_13_55_184.jpg,-0.15
1839,C:\Users\Administrator\Desktop\new_track\IMG\center_2020_08_23_17_13_55_255.jpg,-0.09630066
1842,C:\Users\Administrator\Desktop\new_track\IMG\center_2020_08_23_17_13_55_460.jpg,0.0
1845,C:\Users\Administrator\Desktop\new_track\IMG\center_2020_08_23_17_13_55_672.jpg,-0.15
1846,C:\Users\Administrator\Desktop\new_track\IMG\center_2020_08_23_17_13_55_739.jpg,-0.3
1847,C:\Users\Administrator\Desktop\new_track\IMG\center_2020_08_23_17_13_55_815.jpg,-0.1983457
1853,C:\Users\Administrator\Desktop\new_track\IMG\center_2020_08_23_17_13_56_244.jpg,-0.1
1854,C:\Users\Administrator\Desktop\new_track\IMG\center_2020_08_23_17_13_56_313.jpg,-0.25
1855,C:\Users\Administrator\Desktop\new_track\IMG\center_2020_08_23_17_13_56_383.jpg,-0.1860711
1872,C:\Users\Administrator\Desktop\new_track\IMG\center_2020_08_23_17_13_57_595.jpg,0.0
1880,C:\Users\Administrator\Desktop\new_track\IMG\center_2020_08_23_17_13_58_170.jpg,0.0
1883,C:\Users\Administrator\Desktop\new_track\IMG\center_2020_08_23_17_13_58_384.jpg,0.0
1890,C:\Users\Administrator\Desktop\new_track\IMG\center_2020_08_23_17_13_58_877.jpg,-0.05
1891,C:\Users\Administrator\Desktop\new_track\IMG\center_2020_08_23_17_13_58_950.jpg,-0.05230277
1895,C:\Users\Administrator\Desktop\new_track\IMG\center_2020_08_23_17_13_59_244.jpg,-0.15
1896,C:\Users\Administrator\Desktop\new_track\IMG\center_2020_08_23_17_13_59_317.jpg,-0.3
1897,C:\Users\Administrator\Desktop\new_track\IMG\center_2020_08_23_17_13_59_386.jpg,-0.1172115
1911,C:\Users\Administrator\Desktop\new_track\IMG\center_2020_08_23_17_14_00_379.jpg,0.0
1931,C:\Users\Administrator\Desktop\new_track\IMG\center_2020_08_23_17_14_01_830.jpg,-0.15
1932,C:\Users\Administrator\Desktop\new_track\IMG\center_2020_08_23_17_14_01_902.jpg,-0.1593655
1946,C:\Users\Administrator\Desktop\new_track\IMG\center_2020_08_23_17_14_02_904.jpg,-0.15
1947,C:\Users\Administrator\Desktop\new_track\IMG\center_2020_08_23_17_14_02_972.jpg,-0.18762920000000002
1948,C:\Users\Administrator\Desktop\new_track\IMG\center_2020_08_23_17_14_03_046.jpg,0.0
1955,C:\Users\Administrator\Desktop\new_track\IMG\center_2020_08_23_17_14_03_566.jpg,0.1
1956,C:\Users\Administrator\Desktop\new_track\IMG\center_2020_08_23_17_14_03_636.jpg,0.16944279999999998
1962,C:\Users\Administrator\Desktop\new_track\IMG\center_2020_08_23_17_14_04_073.jpg,-0.05
1963,C:\Users\Administrator\Desktop\new_track\IMG\center_2020_08_23_17_14_04_147.jpg,-0.1851536
1971,C:\Users\Administrator\Desktop\new_track\IMG\center_2020_08_23_17_14_04_728.jpg,0.05
1972,C:\Users\Administrator\Desktop\new_track\IMG\center_2020_08_23_17_14_04_804.jpg,0.25
1973,C:\Users\Administrator\Desktop\new_track\IMG\center_2020_08_23_17_14_04_879.jpg,0.05567871
1977,C:\Users\Administrator\Desktop\new_track\IMG\center_2020_08_23_17_14_05_173.jpg,-0.2
1978,C:\Users\Administrator\Desktop\new_track\IMG\center_2020_08_23_17_14_05_248.jpg,-0.02750129
1983,C:\Users\Administrator\Desktop\new_track\IMG\center_2020_08_23_17_14_05_603.jpg,0.07967845
1996,C:\Users\Administrator\Desktop\new_track\IMG\center_2020_08_23_17_14_06_534.jpg,0.0
2033,C:\Users\Administrator\Desktop\new_track\IMG\center_2020_08_23_17_14_09_252.jpg,-0.1
2034,C:\Users\Administrator\Desktop\new_track\IMG\center_2020_08_23_17_14_09_324.jpg,-0.3
2035,C:\Users\Administrator\Desktop\new_track\IMG\center_2020_08_23_17_14_09_393.jpg,-0.3342448
2036,C:\Users\Administrator\Desktop\new_track\IMG\center_2020_08_23_17_14_09_467.jpg,-0.11228489999999999
2046,C:\Users\Administrator\Desktop\new_track\IMG\center_2020_08_23_17_14_10_205.jpg,-0.05
2047,C:\Users\Administrator\Desktop\new_track\IMG\center_2020_08_23_17_14_10_278.jpg,-0.2
2048,C:\Users\Administrator\Desktop\new_track\IMG\center_2020_08_23_17_14_10_352.jpg,-0.2767678
2049,C:\Users\Administrator\Desktop\new_track\IMG\center_2020_08_23_17_14_10_422.jpg,-0.07370992
2051,C:\Users\Administrator\Desktop\new_track\IMG\center_2020_08_23_17_14_10_558.jpg,-0.05
2052,C:\Users\Administrator\Desktop\new_track\IMG\center_2020_08_23_17_14_10_628.jpg,-0.25
2053,C:\Users\Administrator\Desktop\new_track\IMG\center_2020_08_23_17_14_10_695.jpg,-0.37740999999999997
2054,C:\Users\Administrator\Desktop\new_track\IMG\center_2020_08_23_17_14_10_765.jpg,-0.14180109999999999
2077,C:\Users\Administrator\Desktop\new_track\IMG\center_2020_08_23_17_14_12_362.jpg,0.0
2085,C:\Users\Administrator\Desktop\new_track\IMG\center_2020_08_23_17_14_12_909.jpg,0.15
2086,C:\Users\Administrator\Desktop\new_track\IMG\center_2020_08_23_17_14_12_979.jpg,0.3
2087,C:\Users\Administrator\Desktop\new_track\IMG\center_2020_08_23_17_14_13_050.jpg,0.5000001000000001
2088,C:\Users\Administrator\Desktop\new_track\IMG\center_2020_08_23_17_14_13_119.jpg,0.6500001
2089,C:\Users\Administrator\Desktop\new_track\IMG\center_2020_08_23_17_14_13_191.jpg,0.8500001
2090,C:\Users\Administrator\Desktop\new_track\IMG\center_2020_08_23_17_14_13_261.jpg,1.0
2091,C:\Users\Administrator\Desktop\new_track\IMG\center_2020_08_23_17_14_13_331.jpg,1.0
2092,C:\Users\Administrator\Desktop\new_track\IMG\center_2020_08_23_17_14_13_402.jpg,1.0
2093,C:\Users\Administrator\Desktop\new_track\IMG\center_2020_08_23_17_14_13_477.jpg,1.0
2094,C:\Users\Administrator\Desktop\new_track\IMG\center_2020_08_23_17_14_13_549.jpg,1.0
2095,C:\Users\Administrator\Desktop\new_track\IMG\center_2020_08_23_17_14_13_620.jpg,1.0
2096,C:\Users\Administrator\Desktop\new_track\IMG\center_2020_08_23_17_14_13_687.jpg,1.0
2097,C:\Users\Administrator\Desktop\new_track\IMG\center_2020_08_23_17_14_13_758.jpg,1.0
2098,C:\Users\Administrator\Desktop\new_track\IMG\center_2020_08_23_17_14_13_834.jpg,1.0
2099,C:\Users\Administrator\Desktop\new_track\IMG\center_2020_08_23_17_14_13_901.jpg,1.0
2100,C:\Users\Administrator\Desktop\new_track\IMG\center_2020_08_23_17_14_13_978.jpg,1.0
2101,C:\Users\Administrator\Desktop\new_track\IMG\center_2020_08_23_17_14_14_054.jpg,1.0
2102,C:\Users\Administrator\Desktop\new_track\IMG\center_2020_08_23_17_14_14_130.jpg,1.0
2103,C:\Users\Administrator\Desktop\new_track\IMG\center_2020_08_23_17_14_14_202.jpg,1.0
2104,C:\Users\Administrator\Desktop\new_track\IMG\center_2020_08_23_17_14_14_279.jpg,1.0
2105,C:\Users\Administrator\Desktop\new_track\IMG\center_2020_08_23_17_14_14_356.jpg,1.0
2106,C:\Users\Administrator\Desktop\new_track\IMG\center_2020_08_23_17_14_14_431.jpg,1.0
2107,C:\Users\Administrator\Desktop\new_track\IMG\center_2020_08_23_17_14_14_501.jpg,1.0
2108,C:\Users\Administrator\Desktop\new_track\IMG\center_2020_08_23_17_14_14_575.jpg,1.0
2109,C:\Users\Administrator\Desktop\new_track\IMG\center_2020_08_23_17_14_14_645.jpg,1.0
2110,C:\Users\Administrator\Desktop\new_track\IMG\center_2020_08_23_17_14_14_723.jpg,1.0
2111,C:\Users\Administrator\Desktop\new_track\IMG\center_2020_08_23_17_14_14_791.jpg,1.0
2112,C:\Users\Administrator\Desktop\new_track\IMG\center_2020_08_23_17_14_14_859.jpg,1.0
2113,C:\Users\Administrator\Desktop\new_track\IMG\center_2020_08_23_17_14_14_936.jpg,1.0
2114,C:\Users\Administrator\Desktop\new_track\IMG\center_2020_08_23_17_14_15_004.jpg,1.0
2115,C:\Users\Administrator\Desktop\new_track\IMG\center_2020_08_23_17_14_15_083.jpg,1.0
2116,C:\Users\Administrator\Desktop\new_track\IMG\center_2020_08_23_17_14_15_154.jpg,1.0
2117,C:\Users\Administrator\Desktop\new_track\IMG\center_2020_08_23_17_14_15_228.jpg,1.0
2118,C:\Users\Administrator\Desktop\new_track\IMG\center_2020_08_23_17_14_15_302.jpg,1.0
2119,C:\Users\Administrator\Desktop\new_track\IMG\center_2020_08_23_17_14_15_374.jpg,1.0
2120,C:\Users\Administrator\Desktop\new_track\IMG\center_2020_08_23_17_14_15_444.jpg,1.0
2121,C:\Users\Administrator\Desktop\new_track\IMG\center_2020_08_23_17_14_15_512.jpg,0.9391681000000001
2122,C:\Users\Administrator\Desktop\new_track\IMG\center_2020_08_23_17_14_15_580.jpg,0.7891680999999999
2123,C:\Users\Administrator\Desktop\new_track\IMG\center_2020_08_23_17_14_15_656.jpg,0.589168
2124,C:\Users\Administrator\Desktop\new_track\IMG\center_2020_08_23_17_14_15_733.jpg,0.38916799999999996
2125,C:\Users\Administrator\Desktop\new_track\IMG\center_2020_08_23_17_14_15_820.jpg,0.18916789999999997
2126,C:\Users\Administrator\Desktop\new_track\IMG\center_2020_08_23_17_14_15_895.jpg,-0.01083205
2127,C:\Users\Administrator\Desktop\new_track\IMG\center_2020_08_23_17_14_15_971.jpg,-0.21083200000000002
2128,C:\Users\Administrator\Desktop\new_track\IMG\center_2020_08_23_17_14_16_037.jpg,-0.3608321
2129,C:\Users\Administrator\Desktop\new_track\IMG\center_2020_08_23_17_14_16_105.jpg,-0.5608321
2130,C:\Users\Administrator\Desktop\new_track\IMG\center_2020_08_23_17_14_16_179.jpg,-0.7108321
2131,C:\Users\Administrator\Desktop\new_track\IMG\center_2020_08_23_17_14_16_253.jpg,-0.9108322
2132,C:\Users\Administrator\Desktop\new_track\IMG\center_2020_08_23_17_14_16_320.jpg,-1.0
2133,C:\Users\Administrator\Desktop\new_track\IMG\center_2020_08_23_17_14_16_391.jpg,-1.0
2134,C:\Users\Administrator\Desktop\new_track\IMG\center_2020_08_23_17_14_16_465.jpg,-1.0
2135,C:\Users\Administrator\Desktop\new_track\IMG\center_2020_08_23_17_14_16_537.jpg,-1.0
2136,C:\Users\Administrator\Desktop\new_track\IMG\center_2020_08_23_17_14_16_608.jpg,-1.0
2137,C:\Users\Administrator\Desktop\new_track\IMG\center_2020_08_23_17_14_16_681.jpg,-1.0
2138,C:\Users\Administrator\Desktop\new_track\IMG\center_2020_08_23_17_14_16_755.jpg,-1.0
2139,C:\Users\Administrator\Desktop\new_track\IMG\center_2020_08_23_17_14_16_829.jpg,-1.0
2140,C:\Users\Administrator\Desktop\new_track\IMG\center_2020_08_23_17_14_16_900.jpg,-1.0
2141,C:\Users\Administrator\Desktop\new_track\IMG\center_2020_08_23_17_14_16_971.jpg,-1.0
2142,C:\Users\Administrator\Desktop\new_track\IMG\center_2020_08_23_17_14_17_042.jpg,-1.0
2143,C:\Users\Administrator\Desktop\new_track\IMG\center_2020_08_23_17_14_17_114.jpg,-1.0
2144,C:\Users\Administrator\Desktop\new_track\IMG\center_2020_08_23_17_14_17_185.jpg,-1.0
2145,C:\Users\Administrator\Desktop\new_track\IMG\center_2020_08_23_17_14_17_257.jpg,-1.0
2146,C:\Users\Administrator\Desktop\new_track\IMG\center_2020_08_23_17_14_17_325.jpg,-1.0
2147,C:\Users\Administrator\Desktop\new_track\IMG\center_2020_08_23_17_14_17_392.jpg,-1.0
2148,C:\Users\Administrator\Desktop\new_track\IMG\center_2020_08_23_17_14_17_466.jpg,-1.0
2149,C:\Users\Administrator\Desktop\new_track\IMG\center_2020_08_23_17_14_17_536.jpg,-1.0
2150,C:\Users\Administrator\Desktop\new_track\IMG\center_2020_08_23_17_14_17_606.jpg,-1.0
2151,C:\Users\Administrator\Desktop\new_track\IMG\center_2020_08_23_17_14_17_677.jpg,-1.0
